date,sales
26-12-20,0.1
26-12-20,1
26-12-20,0.5
26-12-20,0.1
26-12-20,1.1
26-12-20,0.3
26-12-20,0.5
26-12-20,1.4
26-12-20,1.1
26-12-20,0.5
26-12-20,1.3
26-12-20,0.3
27-12-20,0.1
28-12-20,0.7
28-12-20,0.1
28-12-20,0.3
28-12-20,0.2
28-12-20,0.8
28-12-20, -   
28-12-20, -   
28-12-20, -   
28-12-20,2.9
28-12-20,0.9
28-12-20,0.8
29-12-20,0
29-12-20,0.7
29-12-20,0.3
29-12-20,0.2
29-12-20,0.5
29-12-20,0.8
29-12-20,1.9
29-12-20,0.1
29-12-20,0.7
29-12-20,0.2
29-12-20,0.3
29-12-20,0.8
29-12-20,0.3
29-12-20,0.3
29-12-20,0.4
29-12-20,1
29-12-20,0.2
29-12-20,0.9
29-12-20,1.6
29-12-20,0.1
29-12-20,1.2
29-12-20,0.2
29-12-20,0.1
29-12-20,0.7
29-12-20,0.4
30-12-20,0.7
30-12-20,0.6
30-12-20,1.1
30-12-20,0.3
30-12-20,0.1
01-01-21,0.8
01-01-21,1
02-01-21,0.2
02-01-21,0.3
02-01-21,1.2
02-01-21,0
03-01-21,0
04-01-21,0.3
04-01-21,0.2
04-01-21,0.4
04-01-21,0.2
04-01-21,0.1
04-01-21,0.1
04-01-21,1.2
04-01-21,0.1
04-01-21,1.4
04-01-21,0.1
04-01-21,0.2
04-01-21,0.4
04-01-21, -   
04-01-21,0.2
04-01-21,0.5
04-01-21,0.2
04-01-21,0.3
04-01-21,1.4
04-01-21,0.1
04-01-21,0.3
04-01-21,0.1
04-01-21,0.1
04-01-21,0.3
05-01-21,0.1
05-01-21,0.7
05-01-21,0.2
05-01-21,0.5
05-01-21,0.1
05-01-21,0.5
05-01-21,0.1
05-01-21,0.3
05-01-21,0.3
05-01-21,0.4
05-01-21,0.8
05-01-21,0.3
05-01-21,0.1
05-01-21,0.1
05-01-21,1.2
05-01-21,0.1
05-01-21,0
05-01-21,0.4
05-01-21,0.2
05-01-21,0.2
05-01-21,1
06-01-21,0.3
06-01-21,0.5
06-01-21,0.1
06-01-21,0.1
06-01-21,0.3
06-01-21,0.4
06-01-21,0.3
06-01-21,0.2
06-01-21,0.1
06-01-21,0.2
06-01-21,0.3
06-01-21,0.3
06-01-21,0.1
06-01-21,1.1
06-01-21,0.1
06-01-21,0.2
06-01-21,0.2
06-01-21, -   
06-01-21, -   
06-01-21,0
06-01-21,0.1
06-01-21,0.3
06-01-21,0.2
07-01-21,1
07-01-21,0.3
07-01-21,0.1
07-01-21,0.3
07-01-21,0.1
07-01-21,0.3
07-01-21,0.3
07-01-21,0.3
07-01-21,0.3
07-01-21,0.3
07-01-21,0.2
07-01-21,0.1
07-01-21,0.3
07-01-21,0.1
07-01-21,0.3
07-01-21,0.3
07-01-21,0.3
07-01-21,0.8
07-01-21,0.3
07-01-21, -   
07-01-21,2.2
07-01-21,0.3
07-01-21,0.3
07-01-21,0.5
07-01-21,3.1
07-01-21,0.6
07-01-21,0.1
07-01-21,0.3
07-01-21,0.3
07-01-21,0.4
07-01-21,0.3
07-01-21,1
07-01-21,0.3
07-01-21,0.4
07-01-21,0.2
07-01-21,0.3
07-01-21,0
07-01-21,0.3
07-01-21,0.3
07-01-21,0.3
07-01-21,0.1
07-01-21,0.3
07-01-21,0.3
07-01-21,0.3
07-01-21,0.3
07-01-21,0.3
07-01-21,0.1
08-01-21,0.3
08-01-21,0.2
08-01-21,0.2
08-01-21,0.2
08-01-21,0.2
08-01-21,0.2
08-01-21,0.2
08-01-21,0.2
08-01-21,0.2
08-01-21,0.2
08-01-21,0.8
08-01-21,0.1
08-01-21,0.7
08-01-21,0.3
08-01-21,1.1
08-01-21,0.2
08-01-21,0.1
08-01-21,0.2
08-01-21,1.1
08-01-21,0.3
08-01-21,0.4
08-01-21,0.2
08-01-21,0.2
08-01-21,0.1
08-01-21,0.3
08-01-21,1.3
08-01-21,0.5
08-01-21,0.2
08-01-21,0.2
08-01-21,0.2
08-01-21,0.2
08-01-21,0.2
08-01-21,0.2
08-01-21,0.3
08-01-21,0.2
08-01-21,0.2
08-01-21,0.1
08-01-21,0.2
08-01-21,0.2
09-01-21,0.1
09-01-21,0.3
09-01-21,0.3
09-01-21, -   
09-01-21,0.1
09-01-21,0.3
09-01-21,0.6
09-01-21,0.4
09-01-21,0.2
09-01-21,0.6
09-01-21,0.3
09-01-21,0.7
09-01-21,0.1
09-01-21, -   
09-01-21,0.6
09-01-21,0.1
09-01-21,0.1
09-01-21,0.3
09-01-21,0.2
09-01-21,0.2
09-01-21,0.2
09-01-21,0.1
11-01-21,2.5
11-01-21,7.4
11-01-21,0.3
11-01-21,0.3
11-01-21,0.3
11-01-21,0.1
11-01-21,0.1
11-01-21,0.1
11-01-21,0.3
11-01-21,1.3
11-01-21,1.6
11-01-21,1.3
11-01-21,0.1
11-01-21,0.2
11-01-21,0.1
11-01-21,0.2
11-01-21,0.2
11-01-21,0.2
11-01-21,0.3
11-01-21,0.2
11-01-21,0.4
11-01-21,0.4
11-01-21,0.1
11-01-21,0.3
11-01-21,1.3
11-01-21,0.3
11-01-21,0.1
11-01-21,0.3
11-01-21,0.8
11-01-21,0.1
11-01-21,0.1
11-01-21,0.2
11-01-21,0.8
11-01-21,0.3
11-01-21,0.6
11-01-21,0
11-01-21,0.1
11-01-21,0.2
12-01-21,0.1
12-01-21,0.8
12-01-21, -   
12-01-21,0.1
12-01-21,0.3
12-01-21,0.1
12-01-21,0.8
12-01-21,0.1
12-01-21,0.1
12-01-21,0.1
12-01-21,0.5
12-01-21,0.4
12-01-21,0.6
12-01-21,0.1
12-01-21,0.1
12-01-21,0.2
12-01-21,0.3
12-01-21,0.2
12-01-21,0.3
12-01-21,0.2
12-01-21,0.8
12-01-21,0
12-01-21,3
12-01-21,1
12-01-21,0.1
13-01-21,1.7
13-01-21,1.5
13-01-21,0.1
13-01-21,0.1
13-01-21,0.2
13-01-21,0.5
13-01-21, -   
13-01-21,0.5
13-01-21,0.4
13-01-21,0.1
13-01-21, -   
13-01-21,0.5
13-01-21,0.4
13-01-21,0.4
13-01-21, -   
13-01-21,1
13-01-21,0.1
13-01-21,0.1
13-01-21,0.7
13-01-21,0.2
13-01-21,0
13-01-21,0.2
14-01-21, -   
14-01-21,0.1
14-01-21,0.5
14-01-21,0.3
14-01-21,0.3
14-01-21,0.1
14-01-21,0.7
14-01-21,0.1
14-01-21,0.2
14-01-21,0.4
14-01-21,0.1
14-01-21,0.3
14-01-21,0.3
14-01-21,0.4
14-01-21,0.1
14-01-21, -   
14-01-21,0.3
14-01-21,0.3
14-01-21,0.8
14-01-21,0.2
14-01-21,0.2
14-01-21,0.1
15-01-21,0.1
15-01-21,0.1
15-01-21,0.3
15-01-21,0.2
15-01-21,0.2
15-01-21,0.6
15-01-21,0.1
15-01-21,0.1
15-01-21,0.2
15-01-21,1
15-01-21,0.8
15-01-21,0.2
15-01-21,1.1
15-01-21,0.8
15-01-21,0.5
15-01-21,0.2
15-01-21,0.3
15-01-21,0.9
15-01-21,0.7
15-01-21,0.2
15-01-21,0.1
15-01-21,0.2
15-01-21,0.5
15-01-21, -   
15-01-21,0.2
15-01-21,0.1
15-01-21,0.1
15-01-21,0.2
15-01-21,0.2
15-01-21,0.1
15-01-21,0.1
15-01-21,0.2
16-01-21,0.1
16-01-21,0.1
16-01-21,0.3
16-01-21,0.3
16-01-21,0.1
16-01-21,0.1
16-01-21,0.3
16-01-21,0.3
16-01-21,0.6
16-01-21,0
16-01-21,0.1
17-01-21,0
18-01-21,0.3
18-01-21,2.3
18-01-21,0.3
18-01-21,0.7
18-01-21,0.1
18-01-21,0.1
18-01-21,0.3
18-01-21,1.3
18-01-21,0.6
18-01-21,0.3
18-01-21,0.5
18-01-21,0.4
18-01-21,0.8
18-01-21,0.1
18-01-21, -   
18-01-21, -   
18-01-21,0
18-01-21,0.3
18-01-21,0.1
19-01-21,0.1
19-01-21,0.1
19-01-21,0.1
19-01-21,0.1
19-01-21,0.2
19-01-21,0.1
19-01-21,0.2
19-01-21, -   
19-01-21,0.2
19-01-21,0.1
19-01-21, -   
19-01-21,0.9
19-01-21, -   
19-01-21, -   
19-01-21,0.8
19-01-21, -   
19-01-21, -   
19-01-21,0.1
19-01-21,0.1
19-01-21, -   
19-01-21, -   
19-01-21,0.1
19-01-21,0.1
19-01-21,0.1
19-01-21,0.5
19-01-21,0.1
19-01-21,0.4
19-01-21,1
19-01-21,0.8
20-01-21,1.2
20-01-21,0.5
20-01-21,0.1
20-01-21, -   
20-01-21, -   
20-01-21,0.1
20-01-21,0.3
20-01-21,0.3
20-01-21,0.2
20-01-21,0.1
20-01-21,0.2
20-01-21, -   
20-01-21,0.8
20-01-21,0.1
20-01-21,0.1
20-01-21,0.4
20-01-21,0.5
20-01-21,0.3
20-01-21, -   
20-01-21,0.1
20-01-21, -   
20-01-21,0.1
20-01-21,0.4
20-01-21, -   
20-01-21,0.5
20-01-21, -   
20-01-21,0.1
20-01-21,0.1
20-01-21,0.1
20-01-21,0.7
20-01-21,0.2
20-01-21,0
20-01-21,0.3
21-01-21,0.8
21-01-21,0.1
21-01-21,0.1
21-01-21,0.1
21-01-21,0.6
21-01-21,0.5
21-01-21,0.2
21-01-21,0.4
21-01-21,0.2
21-01-21,0.5
21-01-21,0.5
21-01-21, -   
21-01-21,0.5
21-01-21,0.1
21-01-21, -   
21-01-21,0.6
21-01-21, -   
21-01-21,0.2
22-01-21,0.1
22-01-21,0.5
22-01-21,0.1
22-01-21,0.3
22-01-21,0.1
22-01-21,0.3
22-01-21,0.4
22-01-21,0.4
22-01-21,1.9
22-01-21,0.2
22-01-21,0.6
22-01-21,0.2
22-01-21,0.1
22-01-21,0.3
22-01-21,0.2
22-01-21,0.3
22-01-21,0.1
22-01-21,0.2
22-01-21,0.1
22-01-21,0.5
22-01-21,0.1
22-01-21,0.1
22-01-21,0.3
22-01-21,0.1
22-01-21,0.1
23-01-21,0.3
23-01-21,0.9
23-01-21,0.1
23-01-21,0.8
23-01-21,0.1
23-01-21,1.8
23-01-21,1.3
23-01-21,0.8
23-01-21,0.8
23-01-21,0.2
23-01-21,0.8
23-01-21,0.1
24-01-21,0
25-01-21,0.3
25-01-21,0.6
25-01-21, -   
25-01-21,0.7
25-01-21, -   
25-01-21, -   
25-01-21, -   
25-01-21, -   
25-01-21, -   
25-01-21,0.9
25-01-21, -   
25-01-21,0.3
25-01-21,0.4
25-01-21,0.5
25-01-21,0.3
25-01-21,0.8
25-01-21,1.7
25-01-21,0.2
25-01-21,0
25-01-21, -   
25-01-21, -   
25-01-21,0.3
25-01-21,0.3
26-01-21, -   
26-01-21,0.8
26-01-21,0.3
26-01-21, -   
26-01-21,0.1
26-01-21,0.1
26-01-21, -   
26-01-21,1.2
26-01-21, -   
26-01-21,0
26-01-21,0.4
26-01-21,0.1
26-01-21,2
27-01-21,1.4
27-01-21,1
27-01-21,0.4
27-01-21,0.1
27-01-21,1.8
27-01-21, -   
27-01-21,2
27-01-21,0.2
27-01-21,0.1
27-01-21,1.2
27-01-21,0.1
27-01-21,0.3
27-01-21,0.8
27-01-21,0.6
27-01-21,2.3
27-01-21,0.1
27-01-21,0.1
27-01-21,0.1
27-01-21,0.6
27-01-21,0.1
27-01-21,0.1
27-01-21,0.1
27-01-21,0.1
27-01-21,0.1
27-01-21, -   
27-01-21,2.3
27-01-21,0.1
28-01-21,2.2
28-01-21,0.1
28-01-21,0.1
28-01-21,0.8
28-01-21,3.3
28-01-21,0.3
28-01-21,0.1
28-01-21,0.2
28-01-21,1.1
28-01-21,0.2
28-01-21,0.1
28-01-21, -   
29-01-21, -   
29-01-21,0.3
29-01-21,0.3
29-01-21,0.1
29-01-21,0.3
29-01-21,1
29-01-21,0.1
29-01-21,0.4
29-01-21,0.2
29-01-21,0.1
29-01-21,2.2
29-01-21,0.4
29-01-21,0.9
29-01-21, -   
29-01-21,0.3
29-01-21,0.5
29-01-21,0.3
29-01-21,0.3
29-01-21,0
29-01-21,0.3
29-01-21,0.1
29-01-21, -   
29-01-21,0.3
30-01-21,0.6
30-01-21,0.5
30-01-21,0.1
30-01-21,0.2
30-01-21,0.1
30-01-21,0.3
30-01-21,1.7
30-01-21,0.2
30-01-21,0.8
30-01-21,0.8
30-01-21,0.1
30-01-21,0.1
30-01-21,0.8
30-01-21,0
30-01-21, -   
30-01-21, -   
31-01-21,0
01-02-21,0.1
01-02-21,0.3
01-02-21,0.5
01-02-21,5.6
01-02-21,4
01-02-21,1.5
01-02-21,0.3
01-02-21, -   
01-02-21, -   
01-02-21,0.3
01-02-21,0.9
01-02-21,0.1
01-02-21,0.3
01-02-21,0.3
01-02-21,0.3
02-02-21,0.1
02-02-21,0.3
02-02-21,0.1
02-02-21,0.4
02-02-21,2
02-02-21,0.2
02-02-21,1.3
02-02-21,1.8
02-02-21,1.3
02-02-21,0.3
02-02-21,0.2
02-02-21,0.8
02-02-21,0.1
03-02-21,0.6
03-02-21,0.4
03-02-21,0.1
03-02-21,0.2
03-02-21,0.7
03-02-21,0.3
03-02-21,0.3
03-02-21,0.3
03-02-21,0.8
03-02-21,1.9
03-02-21,0.4
03-02-21,0.2
03-02-21, -   
03-02-21,0.6
03-02-21,0.1
03-02-21, -   
03-02-21,0
03-02-21,0
03-02-21,0.2
03-02-21,0.3
04-02-21, -   
04-02-21,0.2
04-02-21,0.4
04-02-21,0.1
04-02-21,2.6
04-02-21,0.2
04-02-21,0.8
04-02-21,0.2
04-02-21,0.2
04-02-21,0.7
04-02-21,1.3
04-02-21,0.2
04-02-21,0.7
04-02-21, -   
04-02-21,0.5
04-02-21,0.7
04-02-21,0.2
04-02-21,0.4
04-02-21,0.8
04-02-21,0.3
04-02-21,0.1
04-02-21,0.1
04-02-21, -   
05-02-21,0.2
05-02-21,1.3
05-02-21,0.3
05-02-21,1.3
05-02-21,0.5
05-02-21,0.8
05-02-21,0.1
05-02-21,0.3
05-02-21,0.8
05-02-21,0.3
05-02-21,0.8
05-02-21,0.9
05-02-21,0.1
05-02-21,0.3
05-02-21,0.8
05-02-21,0.1
05-02-21,0.2
05-02-21,0
05-02-21,0.2
06-02-21, -   
06-02-21,0.5
06-02-21,1
06-02-21,1.4
06-02-21,0.3
06-02-21,0.4
06-02-21,0.8
06-02-21,0.4
06-02-21,1.3
06-02-21,0
08-02-21,1.2
08-02-21,1.6
08-02-21,0.1
08-02-21,0.8
08-02-21,0.5
08-02-21,2.8
08-02-21,3.3
08-02-21,0.3
08-02-21, -   
08-02-21,1.3
08-02-21,0.1
08-02-21,0
08-02-21, -   
08-02-21,0.3
08-02-21, -   
09-02-21,0.1
09-02-21, -   
09-02-21, -   
09-02-21,0.1
09-02-21,0.5
09-02-21,1.1
09-02-21,0.3
09-02-21,1.8
09-02-21,2
09-02-21,1.1
09-02-21,0.8
09-02-21,0.7
09-02-21,1.7
09-02-21, -   
09-02-21, -   
09-02-21,0.6
09-02-21,0.2
09-02-21,0.1
09-02-21, -   
09-02-21,0.1
09-02-21,0.1
09-02-21,0
09-02-21,0.2
10-02-21,0.2
10-02-21, -   
10-02-21, -   
10-02-21,0.2
10-02-21, -   
10-02-21, -   
10-02-21,0.1
10-02-21,0.3
10-02-21,0.7
10-02-21,0.6
10-02-21, -   
10-02-21, -   
10-02-21,0.2
10-02-21,0.5
10-02-21,1.5
10-02-21,1
10-02-21,0.8
10-02-21,0.8
10-02-21,0.8
10-02-21,0.1
10-02-21, -   
11-02-21,0.2
11-02-21,0.2
11-02-21,0.2
11-02-21,0.2
11-02-21,0.8
11-02-21,0.1
11-02-21,2
11-02-21,1.3
11-02-21,1.1
11-02-21,0.1
11-02-21,0.2
11-02-21,0.3
11-02-21,0.5
11-02-21,0.2
11-02-21,0.2
11-02-21,0.1
11-02-21,0.1
11-02-21,1
11-02-21,4
11-02-21, -   
11-02-21,0.1
11-02-21,0.1
11-02-21,0.8
11-02-21,0.1
11-02-21,0.2
11-02-21,0
11-02-21,0.1
11-02-21,0.2
11-02-21,0.2
12-02-21,0.1
12-02-21,0.1
12-02-21,0.1
12-02-21,0.1
12-02-21,0.1
12-02-21,0.1
12-02-21,0.2
12-02-21,0.1
12-02-21,0.1
12-02-21,0.5
12-02-21,0.1
12-02-21,0.8
12-02-21,1
12-02-21,0.1
12-02-21,0.7
12-02-21,2.1
12-02-21,0.5
12-02-21, -   
12-02-21,0.1
12-02-21,1.2
12-02-21,0.3
12-02-21,0.1
12-02-21,0.1
12-02-21,0.1
12-02-21,0.1
12-02-21,0.1
12-02-21,0.2
12-02-21,0.8
12-02-21,0.1
12-02-21,0.1
12-02-21,0
12-02-21,0.2
12-02-21,0.1
12-02-21,0.1
12-02-21,0.1
13-02-21,0.3
13-02-21,0.5
13-02-21,0.3
13-02-21,0.5
13-02-21,0.4
13-02-21,1.5
13-02-21,0.4
13-02-21,1.9
13-02-21,1.2
13-02-21,0.4
13-02-21,0.1
13-02-21,0.3
13-02-21,0.3
13-02-21,0.1
13-02-21,0.3
13-02-21,0.8
13-02-21,0.3
13-02-21,0.2
13-02-21,0.2
13-02-21,0.2
13-02-21,0.8
13-02-21,0.2
13-02-21,0.8
13-02-21,0.1
13-02-21, -   
13-02-21,0
13-02-21,0.1
13-02-21,0.3
13-02-21,0.2
15-02-21,0.8
15-02-21,0.9
15-02-21,0.3
15-02-21,0.1
15-02-21, -   
15-02-21,0.1
15-02-21,0.3
15-02-21,2.1
15-02-21,0.3
15-02-21,1.8
15-02-21,0.3
15-02-21, -   
15-02-21,0.3
15-02-21,0.8
15-02-21,0.3
15-02-21,1
15-02-21,0.1
15-02-21,0.1
15-02-21,0.1
15-02-21, -   
15-02-21,0.3
15-02-21,0.3
15-02-21,0.3
15-02-21,0.3
15-02-21,0.3
16-02-21, -   
16-02-21,0.3
16-02-21,0.1
16-02-21,0.1
16-02-21,0.3
16-02-21,0.3
16-02-21,0.9
16-02-21,0.8
16-02-21,0.2
16-02-21,0.1
16-02-21,0.3
16-02-21,5.3
16-02-21,0.1
16-02-21,2.8
16-02-21, -   
16-02-21, -   
16-02-21,0.3
16-02-21,0.1
16-02-21,0.1
16-02-21,0.1
16-02-21,0.1
16-02-21, -   
16-02-21,0.1
16-02-21, -   
16-02-21, -   
16-02-21,1
16-02-21, -   
16-02-21,0.1
16-02-21,0.3
16-02-21,0.1
16-02-21, -   
16-02-21, -   
16-02-21, -   
17-02-21,1.3
17-02-21,0.8
17-02-21,0.5
17-02-21,0.3
17-02-21,0.1
17-02-21, -   
17-02-21,0.3
17-02-21,0.2
17-02-21,0.2
17-02-21,0.2
17-02-21,0.8
17-02-21,0.2
17-02-21,0.1
17-02-21,0.5
17-02-21,0.1
17-02-21,0.1
17-02-21,0.8
17-02-21,0.1
17-02-21,0.2
17-02-21,0.2
17-02-21, -   
17-02-21,0.5
17-02-21,0.8
17-02-21,0.2
17-02-21,0.1
17-02-21,0
17-02-21,0.1
17-02-21,0.4
17-02-21,0.2
17-02-21,0.2
17-02-21,2
17-02-21,0.1
17-02-21,0.3
17-02-21,0.1
18-02-21, -   
18-02-21, -   
18-02-21,0.1
18-02-21,0.3
18-02-21,0.1
18-02-21,0.2
18-02-21, -   
18-02-21,0.8
18-02-21,0.6
18-02-21, -   
18-02-21,1.4
18-02-21,1.4
18-02-21,0.8
18-02-21,0.3
18-02-21,0.3
18-02-21,0.5
18-02-21,0.1
18-02-21,1.5
18-02-21,0.6
18-02-21,0.5
18-02-21,0.3
18-02-21,0.4
18-02-21,0.7
18-02-21,0.3
18-02-21,0.1
18-02-21,0.1
18-02-21,0.1
18-02-21,0.3
18-02-21,0.1
18-02-21,0.3
19-02-21, -   
19-02-21,0.8
19-02-21,1.2
19-02-21,0.5
19-02-21,0.1
19-02-21, -   
19-02-21,0.1
19-02-21, -   
19-02-21,0.2
19-02-21,0.8
19-02-21, -   
19-02-21,0.3
19-02-21,0.8
19-02-21,1.7
19-02-21,0.2
19-02-21,0.3
19-02-21,0.2
19-02-21,0.3
19-02-21,0.3
19-02-21,0.2
19-02-21, -   
19-02-21,0.2
19-02-21,0.2
19-02-21,0.8
19-02-21,0.1
19-02-21,0
19-02-21,0.1
19-02-21,0.2
19-02-21,0.1
19-02-21,0.2
19-02-21,0.1
20-02-21,0.1
20-02-21,0.1
20-02-21,0.1
20-02-21,0.4
20-02-21,0.9
20-02-21,0.1
20-02-21,0.2
20-02-21,0.8
20-02-21,1.3
20-02-21,0.9
20-02-21,0.2
20-02-21,0.1
20-02-21,0.1
20-02-21,0.8
20-02-21,0.8
21-02-21,0
22-02-21, -   
22-02-21,0.3
22-02-21,0.3
22-02-21,0.3
22-02-21,0.3
22-02-21, -   
22-02-21, -   
22-02-21, -   
22-02-21,0.3
22-02-21,0.3
22-02-21,1.7
22-02-21, -   
22-02-21,2.3
22-02-21,0.3
22-02-21,2.3
22-02-21, -   
22-02-21, -   
22-02-21, -   
22-02-21, -   
22-02-21,1.3
22-02-21,0.2
22-02-21, -   
22-02-21,0.5
22-02-21,0.3
22-02-21,0.3
22-02-21,0.1
23-02-21,0.8
23-02-21,0.8
23-02-21,0.1
23-02-21,0.2
23-02-21,0.8
23-02-21,0.3
23-02-21, -   
23-02-21,0.3
23-02-21,0.3
23-02-21,2.8
23-02-21,0.1
23-02-21,0.7
23-02-21,0.2
23-02-21,0.2
23-02-21,3.7
23-02-21,5.5
23-02-21,0.2
23-02-21,0.3
23-02-21, -   
23-02-21,0.1
23-02-21, -   
23-02-21,0.8
23-02-21,0.1
23-02-21,0.2
23-02-21,1
23-02-21, -   
23-02-21, -   
23-02-21,0.1
23-02-21,0
23-02-21,0.8
23-02-21,0.1
23-02-21,0.2
23-02-21,3
23-02-21,0.1
23-02-21,0.1
23-02-21,0.1
23-02-21,0.1
24-02-21,0.1
24-02-21, -   
24-02-21,0.8
24-02-21,1
24-02-21,0.8
24-02-21,1
24-02-21,0.1
24-02-21,0.1
24-02-21,0.8
24-02-21,0.1
24-02-21,0.1
24-02-21, -   
24-02-21, -   
25-02-21,0.1
25-02-21,0.4
25-02-21,0.7
25-02-21,0.4
25-02-21,0.8
25-02-21,0.8
25-02-21,0.2
25-02-21,0.3
25-02-21,1.3
25-02-21,0.1
25-02-21,0.1
25-02-21,0.6
25-02-21,0.4
25-02-21,1
25-02-21,0.1
25-02-21,0.1
25-02-21,0.2
25-02-21,0.3
25-02-21,0.8
25-02-21,0.1
26-02-21,0.6
26-02-21,1.3
26-02-21,0.8
26-02-21,0.3
26-02-21,0.9
26-02-21,1.1
26-02-21,0.9
26-02-21,0.1
26-02-21,1.2
26-02-21,0.1
26-02-21,0.1
27-02-21,0.5
27-02-21,0.1
27-02-21,0.1
27-02-21,0.4
27-02-21,0.6
27-02-21,1.6
27-02-21,0.3
27-02-21,0.1
27-02-21,0.5
27-02-21,0.8
27-02-21,0.1
27-02-21,1.7
27-02-21,0.2
27-02-21,0.1
27-02-21,0.3
27-02-21,0.3
27-02-21,3
27-02-21,0.2
27-02-21,0.2
27-02-21,0.1
27-02-21,0.6
27-02-21,0.3
27-02-21,0
27-02-21,0.8
27-02-21,0.1
27-02-21,0.2
28-02-21,0
01-03-21, -   
01-03-21,0.3
01-03-21,0.2
01-03-21,0.1
01-03-21,0.3
01-03-21,0.1
01-03-21,1.4
01-03-21,1.3
01-03-21,0.2
01-03-21,1.6
01-03-21,0.3
02-03-21,1.7
02-03-21,0.4
02-03-21,0.4
02-03-21,1.1
02-03-21,0.9
02-03-21,0.8
02-03-21,0.1
02-03-21,0.8
02-03-21,0.3
02-03-21,0.3
02-03-21, -   
02-03-21,0.8
02-03-21,0
03-03-21,0.8
03-03-21,0.7
03-03-21,0.1
03-03-21,0.2
03-03-21,0.4
03-03-21,0.2
03-03-21,0.1
03-03-21,0.1
03-03-21,0.2
03-03-21,0.1
03-03-21,0.6
03-03-21,0.3
03-03-21,0.8
03-03-21,0.3
03-03-21,0.3
03-03-21,0.4
03-03-21,0.9
03-03-21,0.1
03-03-21,0.4
03-03-21,1
04-03-21,0.2
04-03-21,0.4
04-03-21,0.2
04-03-21,0.2
04-03-21,0.3
04-03-21,0.5
04-03-21,0.3
04-03-21,0.1
04-03-21,0.5
04-03-21,0.1
04-03-21,0.1
04-03-21,0.3
04-03-21,0.1
04-03-21,1.1
04-03-21,0.3
04-03-21,0.1
04-03-21,0.1
04-03-21,0.8
04-03-21, -   
04-03-21, -   
05-03-21,0.1
05-03-21,0.2
05-03-21,0.1
05-03-21,1
05-03-21, -   
05-03-21,0.3
05-03-21,0.3
05-03-21,0.3
05-03-21,0.1
05-03-21,0.3
05-03-21,0.3
05-03-21,0.1
05-03-21,0.3
05-03-21,0.2
05-03-21,0.2
05-03-21,0.1
05-03-21,0.1
05-03-21,0.2
05-03-21,0.1
05-03-21,0.1
05-03-21,0.1
05-03-21,0.6
05-03-21, -   
05-03-21,0.1
05-03-21,0.2
05-03-21, -   
05-03-21, -   
05-03-21, -   
06-03-21,0.2
06-03-21,0.1
06-03-21,0.2
06-03-21,0.3
06-03-21,0.3
06-03-21,0.1
06-03-21,0.2
06-03-21,0.2
06-03-21,1
06-03-21,0.1
06-03-21,1.5
06-03-21,0.6
06-03-21,0.6
06-03-21,0.4
06-03-21,0.8
06-03-21,0.1
06-03-21,0.1
06-03-21,0.6
06-03-21,0
06-03-21,0.1
08-03-21,0.6
08-03-21,1.8
08-03-21,0.3
08-03-21,0.3
08-03-21,0.3
08-03-21,0.3
08-03-21,0.3
08-03-21,1.3
08-03-21,0.1
08-03-21,1.3
08-03-21,0.7
08-03-21,0.1
08-03-21,0
08-03-21,0.3
08-03-21,0.3
09-03-21,0.1
09-03-21, -   
09-03-21, -   
09-03-21,0.1
09-03-21,0.3
09-03-21,0.6
09-03-21,0.3
09-03-21, -   
09-03-21,0.8
09-03-21,0.1
09-03-21,0.3
09-03-21,0.8
09-03-21,0.8
09-03-21,0.6
09-03-21, -   
09-03-21,0.8
09-03-21,0.3
09-03-21, -   
09-03-21, -   
09-03-21,0.1
09-03-21,0.4
09-03-21,0.3
09-03-21,0.1
09-03-21,0.1
10-03-21,0.5
10-03-21,0.7
10-03-21,0.1
10-03-21,0.1
10-03-21,0.2
10-03-21,0.1
10-03-21,0.2
10-03-21,0.1
10-03-21,0.3
10-03-21,0.1
10-03-21, -   
10-03-21,0.1
10-03-21,0.1
10-03-21, -   
10-03-21, -   
10-03-21,0.1
10-03-21,0.5
10-03-21,0.1
10-03-21,0.1
10-03-21,0.8
10-03-21,0.1
10-03-21,0.1
10-03-21,0.8
10-03-21,0.1
10-03-21,0.1
10-03-21,0.2
10-03-21,0.2
10-03-21,0
10-03-21,0.2
10-03-21,1
10-03-21,0.5
10-03-21,0.1
10-03-21,0.1
11-03-21,0.1
11-03-21, -   
11-03-21,0.2
11-03-21,0.1
11-03-21,0.3
11-03-21,0.5
11-03-21,0.1
11-03-21,0.3
11-03-21,0.3
11-03-21,0.2
11-03-21,0.5
11-03-21,0.3
11-03-21,0.3
11-03-21,1
11-03-21,0.1
11-03-21,0.1
11-03-21,0.1
11-03-21, -   
11-03-21,0.1
11-03-21,0.8
11-03-21,0.1
11-03-21,0
11-03-21,0.1
12-03-21,0.1
12-03-21,0.8
12-03-21,0.6
12-03-21,0.1
12-03-21,0.9
12-03-21,0.1
12-03-21,0.4
12-03-21,0.6
12-03-21,0.4
12-03-21,0.5
12-03-21,0.2
12-03-21,0.1
12-03-21,0.1
12-03-21,0.2
12-03-21,0.7
12-03-21,0.1
12-03-21,0.1
12-03-21,0
12-03-21,0.1
12-03-21,0.3
12-03-21,0.8
12-03-21,0.1
13-03-21,0.1
13-03-21,0.1
13-03-21,0.1
13-03-21,0.2
13-03-21,1
13-03-21,0.7
