date,sales
17-02-20,0.3
17-02-20,0.3
17-02-20,0.3
17-02-20,0.5
17-02-20,1.3
17-02-20,0.3
17-02-20,0.3
17-02-20,0.2
17-02-20,0.1
17-02-20,1.7
17-02-20,0.3
17-02-20,0.3
17-02-20,0.4
17-02-20,0.3
17-02-20, -   
17-02-20,0.3
17-02-20,0.2
18-02-20,0.2
18-02-20,0
18-02-20,1.1
18-02-20,0.1
18-02-20,0.1
18-02-20,1
18-02-20,0.1
18-02-20,0.1
18-02-20,0.6
18-02-20,0.1
18-02-20,0.7
18-02-20,0.4
18-02-20,0.2
18-02-20,0.6
18-02-20,3.4
18-02-20,2
19-02-20,0.3
19-02-20,0.9
19-02-20,0.7
19-02-20,0.8
19-02-20,0.7
19-02-20,0.1
19-02-20,0.2
19-02-20,0.3
19-02-20,0.2
19-02-20,0.3
19-02-20, -   
19-02-20,0.1
19-02-20,0.1
19-02-20,2.3
19-02-20,0.3
19-02-20,0.4
19-02-20,0.1
19-02-20, -   
19-02-20,0.3
19-02-20,0.3
19-02-20,0.2
19-02-20,0.8
19-02-20,0.1
19-02-20,0.1
19-02-20,0.2
20-02-20,2.7
20-02-20,0.1
20-02-20, -   
20-02-20,0.2
20-02-20,0
20-02-20,0.1
20-02-20,0.2
20-02-20,0.1
20-02-20, -   
20-02-20,0.2
20-02-20, -   
20-02-20,0.2
20-02-20,1.1
20-02-20,0.1
20-02-20,1.1
20-02-20,1.9
20-02-20,0.5
20-02-20,0.2
20-02-20,0.2
20-02-20,0.2
20-02-20,0.1
20-02-20,0.1
20-02-20,2.8
20-02-20,0.3
21-02-20,0.2
21-02-20,0.2
21-02-20,0.2
21-02-20,1.4
21-02-20,0.2
21-02-20,0.1
21-02-20,0
21-02-20,0.8
21-02-20,0.4
21-02-20,0.2
21-02-20,0.3
21-02-20,1.8
21-02-20,0.2
21-02-20,0.4
21-02-20,0.1
21-02-20,0.2
21-02-20,0.1
21-02-20,0.1
21-02-20,0.4
21-02-20,0.2
21-02-20,0.1
21-02-20,0.2
21-02-20,0.2
21-02-20,0.6
21-02-20,0.3
21-02-20,0.1
21-02-20,0.1
21-02-20,0.1
21-02-20,0.1
21-02-20,0.1
21-02-20,0.2
21-02-20,0.2
21-02-20,0.2
21-02-20,0.2
21-02-20,0.2
21-02-20,0.2
21-02-20,0.1
21-02-20,1.1
21-02-20, -   
21-02-20,0.2
22-02-20,0.2
22-02-20,0.3
22-02-20,0.1
22-02-20,0
22-02-20,0.2
22-02-20,0.4
22-02-20,0.1
22-02-20,2.3
22-02-20,0.3
22-02-20,0.1
22-02-20,0.3
22-02-20,1.4
22-02-20,0.4
22-02-20,0.2
22-02-20,1.8
22-02-20,0.1
22-02-20,0.4
22-02-20,1.2
22-02-20,0.5
22-02-20,0.1
24-02-20,0.1
24-02-20,0.1
24-02-20,0.1
24-02-20,0
24-02-20,0.1
24-02-20,0.2
24-02-20,1.6
24-02-20,8.1
24-02-20,0.1
24-02-20,2.7
24-02-20,0.1
24-02-20,2
24-02-20,0.2
24-02-20,1.3
24-02-20,0.3
24-02-20,0.1
24-02-20,0.1
24-02-20,0.1
24-02-20,0.1
24-02-20,0.1
24-02-20,0.4
24-02-20,0.1
24-02-20,0.1
24-02-20,0.1
24-02-20,0.1
24-02-20, -   
24-02-20,0.1
25-02-20,0.7
25-02-20,2.3
25-02-20,0.3
25-02-20,0.8
25-02-20,0.1
25-02-20,0.8
25-02-20,1.3
25-02-20,0.3
25-02-20,0.4
25-02-20,2
25-02-20,0.1
25-02-20,0.1
25-02-20,0.1
25-02-20,0.1
25-02-20, -   
26-02-20,0.1
26-02-20,1.7
26-02-20,0
26-02-20,0.4
26-02-20,0.2
26-02-20,0.1
26-02-20,2
26-02-20, -   
26-02-20,0.1
26-02-20,0.1
26-02-20,0.2
26-02-20,0.1
26-02-20,0.2
26-02-20,0.1
26-02-20,0.4
26-02-20,0.2
26-02-20,0.1
26-02-20,0.2
26-02-20,0.4
26-02-20,0.1
27-02-20,0.2
27-02-20,0
27-02-20,0.2
27-02-20,0.8
27-02-20,0.2
27-02-20,0.6
27-02-20,0.4
27-02-20,0.2
27-02-20,2.3
27-02-20,0.1
27-02-20,0.3
27-02-20,0.4
27-02-20,0.2
27-02-20,0.6
27-02-20,0.3
27-02-20,0.1
27-02-20,0.1
28-02-20,1.3
28-02-20,0.3
28-02-20,0.3
28-02-20,0.1
28-02-20,0.3
28-02-20,0.2
28-02-20,0.3
28-02-20, -   
28-02-20,0.7
28-02-20,1.1
28-02-20,0.2
28-02-20,0.3
28-02-20,0.3
28-02-20,0.1
28-02-20,0.2
28-02-20,0.1
28-02-20,0.3
28-02-20,0.2
28-02-20,0.2
28-02-20,0.3
28-02-20,0.2
28-02-20,0.3
28-02-20,0.3
28-02-20,0.3
29-02-20,0.1
29-02-20,0.1
29-02-20,1.4
29-02-20,0.3
29-02-20, -   
29-02-20,0.1
29-02-20,0.4
29-02-20,0.9
29-02-20,0.2
29-02-20,0.2
29-02-20,0.1
29-02-20,0.1
29-02-20,0.3
29-02-20,0.1
29-02-20,0.3
29-02-20,0.3
29-02-20,0.1
29-02-20, -   
29-02-20,0.2
29-02-20,0.1
29-02-20,0.4
29-02-20,0.2
29-02-20,0.1
29-02-20,2.1
29-02-20,0.2
29-02-20, -   
29-02-20, -   
29-02-20,0.1
01-03-20,0.3
01-03-20,0.1
01-03-20,0.1
01-03-20,0.1
01-03-20,0.1
01-03-20,0.4
01-03-20,0.4
02-03-20,0.3
02-03-20,0.5
02-03-20,0.1
02-03-20,0.1
02-03-20,0.1
02-03-20,0.3
02-03-20,2
02-03-20, -   
02-03-20,0.8
02-03-20,0.8
03-03-20,0.1
03-03-20,0.1
03-03-20,2.9
03-03-20,0.1
03-03-20,0.1
03-03-20,0.1
03-03-20,0.1
03-03-20, -   
03-03-20,0.1
03-03-20,0.7
03-03-20,0.1
03-03-20,0.3
03-03-20,1
03-03-20,1
03-03-20,0.1
03-03-20,0.1
03-03-20,0.1
03-03-20,0.1
03-03-20,0.1
03-03-20,0.1
03-03-20,0.1
03-03-20,0.1
03-03-20,0.1
03-03-20,0.8
03-03-20,1.5
04-03-20, -   
04-03-20,0.1
04-03-20,0
04-03-20,0.1
04-03-20,0.2
04-03-20,0.3
04-03-20,0.4
04-03-20,3.1
04-03-20,0.4
04-03-20,0.5
04-03-20,0.5
04-03-20,0.2
04-03-20,0.3
04-03-20,0.3
04-03-20,0.1
04-03-20, -   
05-03-20,0.1
05-03-20,0.2
05-03-20,0.1
05-03-20,0.5
05-03-20, -   
05-03-20,0.3
05-03-20,0.2
05-03-20, -   
05-03-20,0.1
05-03-20,0.1
05-03-20,0.3
05-03-20,0.1
05-03-20,2.8
05-03-20,0.1
05-03-20,0.1
05-03-20,0.3
05-03-20,0.1
05-03-20,0.2
06-03-20,0.2
06-03-20,0.4
06-03-20,0.2
06-03-20,2.8
06-03-20,0.2
06-03-20,0
06-03-20,0.1
06-03-20,0.3
06-03-20,0.1
06-03-20,0.2
06-03-20,0.2
06-03-20,0.1
06-03-20,0.2
06-03-20,0.1
06-03-20,0.1
06-03-20,0.2
06-03-20,0.2
06-03-20,0.3
06-03-20,0.2
06-03-20,0.2
06-03-20,0.7
06-03-20,0.3
06-03-20,0.2
06-03-20,0.1
06-03-20,0.3
06-03-20,0.1
06-03-20,0.2
06-03-20,0.3
07-03-20,0.1
07-03-20,0.1
07-03-20,0.1
07-03-20,0.2
07-03-20,1.1
07-03-20,0.1
07-03-20,0
07-03-20,0.1
07-03-20,1.3
07-03-20,1.8
07-03-20,0.2
07-03-20,0.3
07-03-20,0.1
07-03-20,0.1
07-03-20,0.1
07-03-20,0.1
07-03-20,0.1
07-03-20,0.3
07-03-20,0.1
07-03-20, -   
07-03-20,0.1
08-03-20,0
09-03-20,0.1
09-03-20,0.1
09-03-20,0.3
09-03-20,0
09-03-20, -   
09-03-20,0.3
09-03-20,0.1
09-03-20,0.3
09-03-20,0.1
09-03-20,0.1
09-03-20,0.1
09-03-20,0.2
09-03-20,0.2
09-03-20,0.1
09-03-20,0.1
09-03-20,0.1
09-03-20, -   
09-03-20,0.1
09-03-20, -   
09-03-20,0.4
09-03-20,1.1
09-03-20,0.6
09-03-20,3.2
09-03-20,0.3
09-03-20,0.1
09-03-20,0.3
09-03-20,0.1
09-03-20,2.8
09-03-20,0.1
10-03-20,0.1
10-03-20,0.1
10-03-20,0.2
10-03-20, -   
10-03-20,0.2
10-03-20, -   
10-03-20,0.7
10-03-20,0.1
10-03-20,0.7
10-03-20,0.1
10-03-20,0.4
10-03-20,0.3
10-03-20,1.8
10-03-20,0.3
10-03-20,0.2
10-03-20,0.1
10-03-20,0.2
11-03-20,0.2
11-03-20,0.2
11-03-20,0
11-03-20,0.1
11-03-20,0.1
11-03-20,0.1
11-03-20,0.1
11-03-20,0.2
11-03-20,2
11-03-20,0.3
11-03-20,0.2
11-03-20,0.1
11-03-20,0.5
11-03-20,0.3
11-03-20,1.8
11-03-20,0.1
11-03-20,0.1
12-03-20, -   
12-03-20,0.5
12-03-20,0.1
12-03-20,0.1
12-03-20, -   
12-03-20,0.1
12-03-20,0.3
12-03-20,0.8
12-03-20,0.1
12-03-20,0.1
12-03-20,6
12-03-20,0.3
12-03-20,2
12-03-20,0.1
12-03-20,0.1
12-03-20,0.1
12-03-20,0.1
12-03-20,0.1
12-03-20,0.1
12-03-20,0.1
13-03-20,0.4
13-03-20,1.2
13-03-20,0.1
13-03-20,0.2
13-03-20,0.1
13-03-20,0.1
13-03-20,0
13-03-20,0.1
13-03-20,0.1
13-03-20,0.2
13-03-20,0.1
13-03-20,0.1
13-03-20,0.1
13-03-20,0.2
13-03-20,0.1
13-03-20,0.8
13-03-20,0.5
13-03-20,0.3
13-03-20,0.2
13-03-20,0.3
13-03-20,0.4
13-03-20,0.2
13-03-20,0.1
13-03-20,0.1
13-03-20,0.1
13-03-20,0.1
13-03-20,0.2
13-03-20,0.6
14-03-20, -   
14-03-20,0.4
14-03-20,0.1
14-03-20,0.9
14-03-20,0.1
14-03-20,0.2
14-03-20,0.1
14-03-20,1.5
14-03-20,0.1
14-03-20,0.4
14-03-20,0.2
14-03-20,0.2
14-03-20,0.1
15-03-20,0
16-03-20,0.2
16-03-20,1
16-03-20,0.1
16-03-20, -   
16-03-20,0.3
16-03-20,0.1
16-03-20,0.1
16-03-20,1.3
16-03-20,0.3
16-03-20,0.2
16-03-20,0.1
16-03-20,0.1
16-03-20,0.1
16-03-20,0.1
16-03-20,0.1
16-03-20,0.1
16-03-20,0.4
16-03-20,0.1
16-03-20,0.1
16-03-20,0.7
16-03-20,0.3
16-03-20,0.1
16-03-20,0.2
16-03-20,0.3
16-03-20,1.9
16-03-20,0.1
16-03-20,0.3
16-03-20,0.1
16-03-20,0.1
16-03-20, -   
16-03-20,0.2
16-03-20,0.5
17-03-20,0.3
17-03-20,0.1
17-03-20,0.1
17-03-20,0.1
17-03-20,0.5
17-03-20,0.5
17-03-20,0.1
17-03-20, -   
17-03-20,0.3
17-03-20,0.3
17-03-20,0.3
17-03-20,0.1
17-03-20,0.1
17-03-20,1
17-03-20,1.3
17-03-20,0.1
17-03-20,0.6
17-03-20,3.3
17-03-20,0.2
17-03-20,0.3
17-03-20,0.4
17-03-20,0.3
17-03-20,0.3
17-03-20,0.1
17-03-20,0.1
17-03-20,0.3
17-03-20, -   
17-03-20, -   
17-03-20,0.3
18-03-20,0
18-03-20,0.3
18-03-20,0.1
18-03-20, -   
18-03-20,0.1
18-03-20,0.1
18-03-20, -   
18-03-20,0.1
18-03-20,0.1
18-03-20,0.1
18-03-20,0.4
18-03-20,0.3
18-03-20,0.1
18-03-20, -   
18-03-20,2.9
18-03-20,0.3
18-03-20,0.1
18-03-20,0.3
18-03-20,0.1
18-03-20,0.8
18-03-20,0.1
18-03-20,0.1
18-03-20,0.1
18-03-20,0.2
18-03-20,0.1
19-03-20,0.1
19-03-20,0.8
19-03-20, -   
19-03-20,0.3
19-03-20,0
19-03-20,0.3
19-03-20,0.2
19-03-20,0.1
19-03-20,0.2
19-03-20,0.1
19-03-20, -   
19-03-20,1.3
19-03-20,1.7
19-03-20,0.2
19-03-20,0.2
19-03-20,3.3
19-03-20,0.2
19-03-20,0.1
19-03-20,0.3
19-03-20,0.2
19-03-20,0.1
19-03-20,0.5
19-03-20,0.2
19-03-20,0.2
20-03-20,0.1
20-03-20,0.2
20-03-20,0.1
20-03-20,0
20-03-20,0.3
20-03-20,0.1
20-03-20,0.2
20-03-20,0.3
20-03-20,0.2
20-03-20,0.2
20-03-20,1.3
20-03-20,0.4
20-03-20,0.2
20-03-20,0.6
20-03-20,0.1
20-03-20,0.2
20-03-20,0.1
20-03-20,0.2
20-03-20,0.1
20-03-20, -   
20-03-20, -   
20-03-20,0.3
20-03-20, -   
20-03-20,0.1
20-03-20,3.3
20-03-20,0.1
20-03-20,0.1
20-03-20,0.2
20-03-20,0.1
20-03-20,0.1
20-03-20,0.2
20-03-20,0.1
20-03-20,0.1
20-03-20,0.2
20-03-20,0.1
20-03-20,0.1
20-03-20,0.2
20-03-20,0.1
20-03-20,0.2
20-03-20,0.2
20-03-20,0.1
20-03-20,0.1
20-03-20,0.2
20-03-20,0.1
21-03-20,1.8
21-03-20,3.4
21-03-20,0.3
21-03-20,0.1
21-03-20,0.1
21-03-20,2.4
21-03-20,0.2
21-03-20,0.2
21-03-20,0.8
21-03-20,0.2
21-03-20,0.1
21-03-20, -   
21-03-20,0.3
21-03-20,0.3
21-03-20,0.1
23-03-20,0.3
23-03-20,2.7
23-03-20,0.3
23-03-20,0.1
23-03-20,0
23-03-20,0.3
23-03-20,5.4
23-03-20,0.3
23-03-20, -   
23-03-20,1.4
23-03-20,0.5
23-03-20,0.3
23-03-20,0.1
23-03-20,1.8
23-03-20,1.3
24-03-20,0.4
24-03-20, -   
24-03-20,0.2
24-03-20, -   
24-03-20,1
24-03-20,0.1
24-03-20,0.2
24-03-20,0.2
24-03-20,0.1
24-03-20,0.1
24-03-20,0.1
24-03-20,0.5
24-03-20,1
24-03-20,2.3
24-03-20,0.1
24-03-20,0.1
24-03-20,0.1
24-03-20,0.1
24-03-20,1
24-03-20,2
24-03-20,0.8
24-03-20,0.2
24-03-20,0.8
25-03-20, -   
25-03-20,0.1
25-03-20,0
25-03-20,0.2
25-03-20,0.2
25-03-20,0.1
25-03-20,0.1
25-03-20,0.1
25-03-20,0.1
25-03-20, -   
25-03-20,0.2
25-03-20,0.4
25-03-20,1.1
25-03-20,0.3
25-03-20,1.1
25-03-20,0.2
25-03-20,1.6
25-03-20,0.3
25-03-20,0.2
25-03-20,0.1
25-03-20,0.2
25-03-20,0.3
25-03-20,0.3
25-03-20,0.2
25-03-20,0.2
25-03-20,0.1
25-03-20,0.1
25-03-20,0.1
25-03-20,0.1
26-03-20, -   
26-03-20,0.1
26-03-20,0
26-03-20,0.2
26-03-20,0.4
26-03-20,0.3
26-03-20,0.2
26-03-20,0.2
26-03-20,0.5
26-03-20,0.2
26-03-20,0.8
26-03-20,0.4
26-03-20, -   
26-03-20,1.2
26-03-20,0.5
26-03-20,0.3
26-03-20,0.2
26-03-20,0.5
26-03-20,0.3
26-03-20,0.1
26-03-20,0.2
27-03-20,0.2
27-03-20,0.1
27-03-20,1.3
27-03-20,0.3
27-03-20,0.2
27-03-20,0.1
27-03-20,0.8
27-03-20,0.2
27-03-20,0.8
27-03-20,0.8
27-03-20,0.7
27-03-20,0.2
27-03-20,0.1
27-03-20,0.2
27-03-20,0.3
27-03-20,0.2
27-03-20,0.1
27-03-20,0.2
27-03-20,0.1
27-03-20,0.3
27-03-20,0.3
27-03-20,0.1
27-03-20,0.8
27-03-20,0.2
27-03-20,0.3
27-03-20,0.1
27-03-20,0.5
27-03-20,0.3
27-03-20,0.1
27-03-20, -   
27-03-20,0.8
27-03-20,0.5
27-03-20,0.2
27-03-20,0.2
27-03-20,1.1
27-03-20, -   
28-03-20,0.1
28-03-20,0.3
28-03-20,0.3
28-03-20,1.2
28-03-20,0.3
28-03-20,0.1
28-03-20,1.3
28-03-20,0.2
28-03-20,0.9
30-03-20,0.1
30-03-20,0.1
30-03-20,0.3
30-03-20,0.8
30-03-20,0.2
30-03-20,0.3
30-03-20,0.2
30-03-20,0.3
30-03-20,0.3
30-03-20, -   
30-03-20,0.3
30-03-20,0.3
30-03-20,1.3
30-03-20, -   
30-03-20,1
30-03-20,0.1
30-03-20,0.5
30-03-20,0.1
30-03-20,0.1
30-03-20,1.5
30-03-20,0.5
31-03-20,0.2
31-03-20,0.1
31-03-20,1.1
31-03-20,0.1
31-03-20,1
31-03-20,0.1
31-03-20,0.3
31-03-20,0.1
31-03-20,2
31-03-20,0.3
31-03-20,0.8
31-03-20,0.2
31-03-20,0.6
31-03-20,0.1
31-03-20,0.1
31-03-20,0.7
31-03-20,0.1
31-03-20,0.2
01-04-20,0.1
01-04-20,0.2
01-04-20,0.6
01-04-20,0.1
01-04-20,0
01-04-20,1.1
01-04-20,0.1
01-04-20,0.1
01-04-20,0.1
01-04-20,0.3
01-04-20,0.2
01-04-20,0.8
01-04-20,0.1
01-04-20,0.5
01-04-20,0.5
01-04-20,0.1
01-04-20,0.1
01-04-20,0.1
01-04-20,0.2
02-04-20,1
02-04-20,0
02-04-20,0.4
02-04-20,1.2
02-04-20,0.2
02-04-20,0.3
02-04-20,0.1
02-04-20,0.6
02-04-20,0.3
02-04-20,1.3
03-04-20,0.6
03-04-20,0.2
03-04-20,0.2
03-04-20,0.8
03-04-20,0.3
03-04-20,0.1
03-04-20,0
03-04-20,2
03-04-20,0.1
03-04-20,1.2
03-04-20,0.2
03-04-20,0.1
03-04-20,0.1
03-04-20,1.3
03-04-20,0.1
03-04-20,0.1
03-04-20,0.2
03-04-20,0.3
03-04-20,0.3
03-04-20,0.2
03-04-20,0.1
03-04-20,0.3
03-04-20,0.1
03-04-20,0.2
03-04-20,0.1
04-04-20,0.1
04-04-20,0.1
04-04-20,0.2
04-04-20,0.1
04-04-20,0.1
04-04-20,0.4
04-04-20,0
04-04-20,0.1
04-04-20,0.3
04-04-20,1.3
04-04-20,0.2
04-04-20,1.3
04-04-20,0.2
04-04-20,1.4
04-04-20,0.1
04-04-20,0.1
04-04-20,0.1
04-04-20,0.1
04-04-20,0.1
04-04-20,0.1
04-04-20,0.1
04-04-20,0.1
04-04-20,0.1
04-04-20,0.1
05-04-20,0
06-04-20,0
06-04-20,0.3
06-04-20,1
06-04-20,0.5
06-04-20,0.1
06-04-20,1.7
06-04-20,0.3
06-04-20,0.1
06-04-20,1.5
06-04-20,1.2
06-04-20,0.8
07-04-20,0.3
07-04-20,0.8
07-04-20,0.1
07-04-20,0.3
07-04-20,0.3
07-04-20,0.5
07-04-20,0
07-04-20,0.2
07-04-20,0.1
07-04-20,0.3
07-04-20,0.3
07-04-20,0.3
07-04-20,0.1
07-04-20,0.1
07-04-20,0.1
07-04-20,0.3
07-04-20,0.2
07-04-20,0.3
07-04-20,0.3
07-04-20,0.4
07-04-20,0.4
07-04-20,0.3
07-04-20,0.3
07-04-20,1.2
07-04-20,0.1
07-04-20,0.3
07-04-20,0.3
07-04-20,0.2
08-04-20,1.3
08-04-20,0.3
08-04-20,0
08-04-20,0.3
08-04-20,0.4
08-04-20,0.1
08-04-20,0.2
08-04-20,0.3
08-04-20,0.2
08-04-20,0.2
08-04-20,0.3
08-04-20,0.3
08-04-20,0.3
08-04-20,0.8
08-04-20,2.4
08-04-20,0.1
08-04-20,0.1
09-04-20,0.8
09-04-20,0.5
09-04-20,0.3
09-04-20,0
09-04-20,0.1
09-04-20, -   
09-04-20,0.1
09-04-20,0.1
09-04-20,0.3
09-04-20,0.9
09-04-20,0.2
09-04-20,0.1
09-04-20,0.6
09-04-20,1.3
09-04-20,0.1
10-04-20,0
10-04-20,0.3
10-04-20,0.3
10-04-20,0.1
10-04-20, -   
10-04-20,0.2
10-04-20,0.1
10-04-20,0.2
10-04-20,0.1
10-04-20,0.2
10-04-20,0.2
10-04-20,0.2
10-04-20,0.1
10-04-20,0.1
10-04-20,0.2
10-04-20,0.2
10-04-20,0.5
10-04-20,0.8
10-04-20,0.1
10-04-20,0.4
10-04-20,0.5
10-04-20,1
10-04-20,0.7
10-04-20,0.1
11-04-20,0
11-04-20,0.6
11-04-20,0.5
11-04-20,0.1
11-04-20,0.1
11-04-20,0.3
11-04-20,0.3
11-04-20,0.4
11-04-20,0.3
13-04-20,0.3
13-04-20,1.3
13-04-20,0.3
13-04-20,0.1
13-04-20,0.2
13-04-20,0.3
13-04-20,0.3
13-04-20,0.3
13-04-20,0.4
13-04-20,0.1
13-04-20,0.3
13-04-20,0.3
13-04-20,0.1
13-04-20,0.3
13-04-20,1.2
13-04-20,0.3
13-04-20,0.3
13-04-20,1
13-04-20,0.3
13-04-20,0.3
13-04-20,0.2
13-04-20,0.1
13-04-20,0.7
13-04-20,0.3
14-04-20,0.1
14-04-20,0
14-04-20,0.4
14-04-20,0.2
14-04-20,0.2
14-04-20,2
14-04-20,0.5
14-04-20,1.2
14-04-20,0.3
14-04-20,0.4
14-04-20,0.3
14-04-20,0.1
14-04-20,0.1
14-04-20,0.3
14-04-20,0.7
14-04-20,0.5
15-04-20,0
15-04-20,0.1
15-04-20,0.2
15-04-20,0.1
15-04-20,0.1
15-04-20,0.1
15-04-20,0.8
15-04-20,0.2
15-04-20,0.2
15-04-20,0.2
15-04-20,0.1
15-04-20,0.2
15-04-20,0.1
15-04-20,0.1
15-04-20,0.1
15-04-20,0.3
15-04-20,0.3
15-04-20,0.2
15-04-20,0.5
15-04-20,0.2
15-04-20,0.2
15-04-20,0.1
16-04-20,0.2
16-04-20,0
16-04-20,0.9
16-04-20,0.3
16-04-20,0.8
16-04-20,0.2
16-04-20,0.3
16-04-20,0.3
16-04-20,0.1
16-04-20,0.3
17-04-20,0.2
17-04-20,0.7
17-04-20,0.1
17-04-20,0.7
17-04-20,0.5
17-04-20,0.1
17-04-20,0.1
17-04-20,0.1
17-04-20,0.1
17-04-20,0.2
17-04-20,0.3
17-04-20,0.2
17-04-20,0.2
17-04-20,0.1
17-04-20,0.1
17-04-20,0.4
17-04-20,0.3
17-04-20,0.2
17-04-20,0.1
17-04-20,0.2
17-04-20,0.2
17-04-20,0.7
17-04-20,0.1
17-04-20,0.1
17-04-20, -   
18-04-20,0
18-04-20,0.4
18-04-20,0.1
18-04-20,0.1
18-04-20,0.2
18-04-20,0.1
18-04-20,0.7
18-04-20,0.3
18-04-20,0.1
18-04-20,0.6
19-04-20,0.1
20-04-20,0.1
20-04-20,0
20-04-20,0.1
20-04-20,0.2
20-04-20,0.1
20-04-20,0.1
20-04-20, -   
20-04-20,1.3
20-04-20,0.4
20-04-20,0.3
20-04-20,0.3
20-04-20,1.2
20-04-20,1
20-04-20,0.1
20-04-20,0.8
20-04-20,0.3
20-04-20,0.4
20-04-20, -   
20-04-20,0.1
20-04-20, -   
21-04-20,2
21-04-20,1.1
21-04-20,0.1
21-04-20,0.5
21-04-20,0.1
21-04-20,0.5
21-04-20,0.8
21-04-20,0.8
21-04-20,0.4
21-04-20,0.1
22-04-20,0.2
22-04-20,0.2
22-04-20,1.3
22-04-20,0.1
22-04-20,0.3
22-04-20,0.4
22-04-20,0.3
22-04-20,0.1
22-04-20, -   
22-04-20,0.1
22-04-20,0.5
22-04-20,0.1
22-04-20,0.4
22-04-20,0.6
22-04-20,0.3
22-04-20,0.5
22-04-20, -   
23-04-20,0.1
23-04-20,0
23-04-20,0.4
23-04-20,0.2
23-04-20,0.6
23-04-20,0.5
23-04-20,0.2
23-04-20,0.7
23-04-20,0.6
23-04-20,0.1
23-04-20,0.3
23-04-20,0.4
23-04-20,0.1
24-04-20,0.3
24-04-20,0.2
24-04-20,0.1
24-04-20,0.1
24-04-20,0.1
24-04-20,0.3
24-04-20,0.2
24-04-20,0.3
24-04-20,0.5
24-04-20,0.5
24-04-20,0.1
24-04-20,0.3
24-04-20,0.1
24-04-20,0.1
24-04-20,0.7
24-04-20,0.8
24-04-20,0.1
25-04-20,0
25-04-20,0.2
25-04-20,0.1
25-04-20,0.6
25-04-20,0.7
25-04-20,0.5
26-04-20,0
27-04-20, -   
27-04-20,0.1
27-04-20,1.3
27-04-20,0.1
27-04-20,0.1
27-04-20,0.3
27-04-20,0.2
27-04-20,1.4
27-04-20,0.1
27-04-20,1.9
27-04-20,0.2
27-04-20,0.3
27-04-20,0.3
28-04-20,0.1
28-04-20,1.1
28-04-20,0.1
28-04-20,0.1
28-04-20,0.5
28-04-20,0.1
28-04-20,0.1
28-04-20,0.2
28-04-20,1.2
28-04-20,0.3
28-04-20,0.4
28-04-20,0.2
28-04-20,0.3
28-04-20,0.3
28-04-20,0.1
29-04-20,0
29-04-20,0.1
29-04-20,0.2
29-04-20,0.2
29-04-20,2
29-04-20,0.3
29-04-20,0.2
29-04-20,0.3
29-04-20,0.1
29-04-20,0.1
29-04-20,0.2
29-04-20,0.2
29-04-20,0.2
29-04-20,0.5
29-04-20,0.8
29-04-20,0.5
29-04-20,0.1
29-04-20,0.1
29-04-20,0.3
29-04-20,0.2
29-04-20,0.7
29-04-20,0.3
29-04-20,0.3
29-04-20,0.2
29-04-20,0.3
29-04-20,0.3
29-04-20,0.3
30-04-20,0.3
30-04-20,0
30-04-20,0.3
30-04-20,0.6
30-04-20,0.8
30-04-20,0.2
30-04-20,0.1
30-04-20,0.2
30-04-20,0.3
30-04-20,0.3
30-04-20,0.2
30-04-20,0.3
30-04-20,0.8
30-04-20,0.1
30-04-20,0.4
01-05-20,0.2
01-05-20,0.1
01-05-20,1.3
01-05-20,0.2
01-05-20,0.2
01-05-20,0.1
01-05-20,0.2
01-05-20,0.2
01-05-20,0.2
01-05-20,0.8
01-05-20,0.2
01-05-20,0.1
01-05-20,0.2
01-05-20,0.1
02-05-20,0
02-05-20,0.2
02-05-20,0.2
02-05-20,0.1
02-05-20,1
02-05-20,0.8
02-05-20,1.3
02-05-20,0.7
02-05-20,0.1
02-05-20,0.2
02-05-20,0.8
02-05-20,0.3
02-05-20,1
03-05-20,0
04-05-20,0.3
04-05-20,2.3
04-05-20,1.2
04-05-20,0.4
04-05-20,0.1
04-05-20,0.2
04-05-20,0.1
04-05-20,0.2
04-05-20,0.2
04-05-20,0.2
04-05-20,0.1
04-05-20,0.2
04-05-20,0.3
04-05-20,0.8
04-05-20,0.2
04-05-20,1.2
05-05-20,0.8
05-05-20,0
05-05-20,0.8
05-05-20,1.8
05-05-20,0.2
05-05-20,0.1
05-05-20,0.1
05-05-20,0.1
05-05-20,0.1
05-05-20,0.8
05-05-20,0.6
05-05-20,0.7
05-05-20,0.1
05-05-20,1.4
05-05-20,1
06-05-20,0.6
06-05-20,0.4
06-05-20,0.1
06-05-20,3
06-05-20,0.8
06-05-20,0.3
06-05-20,0.2
06-05-20,0.3
06-05-20,0.1
06-05-20,0.1
06-05-20,0.8
06-05-20,0.1
06-05-20,0.7
06-05-20,0.8
06-05-20,0.1
06-05-20,1.3
06-05-20,0.1
06-05-20,0.3
06-05-20,0.1
06-05-20,0.3
06-05-20,0.1
06-05-20,0.3
07-05-20,0.2
07-05-20,0.2
07-05-20,0
07-05-20,0.3
07-05-20,0.2
07-05-20,0.6
07-05-20,0.3
07-05-20,1
07-05-20,0.1
07-05-20,0.3
07-05-20,0.3
07-05-20,0.6
07-05-20,0.1
07-05-20,0.1
07-05-20,0.3
07-05-20,0.5
07-05-20,0.1
07-05-20,0.3
07-05-20,0.9
07-05-20,0.1
07-05-20,0.2
07-05-20,0.1
07-05-20,0.2
07-05-20,0.2
07-05-20,0.2
07-05-20,0.3
07-05-20,0.4
07-05-20,0.2
07-05-20,0.2
08-05-20,0.1
